,VIX,VVIX,SKEW,VIX3M,PUT,BXM,CLL,price,dix,gex,returns,log_returns,vix_returns,vix_volatility,vix_term_ratio,vix_term_structure
2015-10-27,15.43,95.21,132.17,18.14,1541.6,1135.94,660.74,2065.889893,0.4409114370579678,2223122158.93,,,0.00915631131458472,0.9776029358358799,1.1756318859364874,BULL_QUIET
2015-10-28,14.33,88.28,134.43,17.49,1546.98,1140.54,667.58,2090.350098,0.4274325679583049,3026307014.29,,,-0.07128969539857422,0.9661383876824342,1.2205163991625958,BULL_QUIET
2015-10-29,14.61,88.6,134.64,17.81,1546.94,1140.51,667.43,2089.409912,0.4439898717353771,3363660993.1,,,0.01953942777390094,0.9554104921767343,1.219028062970568,BULL_QUIET
2015-10-30,15.07,90.27,125.77,18.4,1545.36,1138.79,664.39,2079.360107,0.4307292949570586,2325838399.55,,,0.031485284052019225,0.9513754331660114,1.220968812209688,BULL_QUIET
2015-11-02,14.15,86.75,138.78,17.42,1550.51,1143.18,671.54,2104.050049,0.4323274783695442,3057130012.84,,,-0.06104844061048442,0.947355349182537,1.231095406360424,BULL_QUIET
2015-11-03,14.54,87.34,137.4,17.47,1550.94,1143.45,673.31,2109.790039,0.4364789109053295,3341666550.2,,,0.027561837455830407,0.9587626406279398,1.2015130674002752,BULL_QUIET
2015-11-04,15.51,89.46,134.44,18.31,1550.17,1142.3,671.92,2102.310059,0.4493006896681243,3163901702.37,,,0.06671251719394777,0.9864429626824017,1.180528691166989,BULL_QUIET
2015-11-05,15.05,87.68,135.21,17.81,1550.63,1143.18,670.65,2099.929932,0.4312292985161713,3080623609.67,,,-0.029658284977433835,0.975136177539069,1.1833887043189368,BULL_QUIET
2015-11-06,14.33,85.03,137.75,17.45,1551.63,1144.09,670.28,2099.199951,0.4456252549141429,2722731926.88,,,-0.04784053156146184,0.9856830839154102,1.217725052337753,BULL_QUIET
2015-11-09,16.52,92.97,134.34,18.85,1549.41,1142.18,661.7,2078.580078,0.4642863177567348,2002669231.825,,,0.15282623866015355,1.1193896947472635,1.141041162227603,BULL_QUIET
2015-11-10,15.29,86.96,132.24,18.02,1550.94,1143.3,662.89,2081.719971,0.4228797413179943,2162825002.33,,,-0.07445520581113807,1.0996187510122304,1.1785480706344016,BULL_QUIET
2015-11-11,16.06,91.25,132.44,18.45,1550.44,1143.35,661.56,2075.0,0.4236070520064356,2142766888.985,,,0.050359712230215736,1.1138254933741503,1.1488169364881695,BULL_QUIET
2015-11-12,18.37,98.19,136.93,20.17,1545.11,1138.75,654.58,2045.969971,0.4586904297208477,936173077.87,,,0.1438356164383563,1.155586002232298,1.0979858464888406,BULL_QUIET
2015-11-13,20.08,106.06,139.5,21.58,1538.54,1133.13,648.61,2023.040039,0.444630050569328,505858397.95,,,0.09308655416439837,1.1595748491797526,1.0747011952191234,BULL_QUIET
2015-11-16,18.16,96.71,131.77,19.98,1550.29,1143.66,656.59,2053.189941,0.432936087736641,1317177007.96,,,-0.095617529880478,1.2252371906602382,1.1002202643171806,BULL_QUIET
2015-11-17,18.84,100.37,136.97,20.43,1551.14,1143.45,656.09,2050.439941,0.4512914814357593,1233059389.21,,,0.037444933920704804,1.2203496220667065,1.0843949044585988,BULL_QUIET
2015-11-18,16.85,93.47,136.86,19.22,1554.56,1146.56,665.49,2083.580078,0.4175454795566572,3054518391.165,,,-0.1056263269639065,1.273815841234055,1.1406528189910978,BULL_QUIET
2015-11-19,16.99,96.18,139.17,19.64,1554.75,1146.39,665.58,2081.23999,0.4319420074353763,3227424114.875,,,0.008308605341246222,1.1644520146841038,1.1559741024131844,BULL_QUIET
2015-11-20,15.47,90.79,126.86,18.94,1553.94,1145.64,665.58,2089.169922,0.437069062678768,2107585698.81,,,-0.08946439081812818,1.2174411759156347,1.224305106658048,BULL_QUIET
2015-11-23,15.62,88.55,139.51,18.63,1555.2,1146.14,666.61,2086.590088,0.4231194155136695,2041097579.405,,,0.009696186166774368,1.2024835230687259,1.1927016645326505,BULL_QUIET
2015-11-24,15.93,89.64,138.17,18.71,1556.19,1146.92,667.37,2089.139893,0.4138551162576141,2068329483.58,,,0.01984635083226638,1.2037189806836017,1.174513496547395,BULL_QUIET
2015-11-25,15.19,86.14,139.45,18.19,1557.29,1147.83,667.3,2088.870117,0.4224594569137007,2226521880.28,,,-0.0464532328939109,1.1861372135498471,1.1974983541803819,BULL_QUIET
2015-11-27,15.12,88.35,137.66,17.35,1558.09,1148.39,667.82,2090.110107,0.4315725273750435,2044117201.93,,,-0.004608294930875556,1.1854505569596785,1.1474867724867726,BULL_QUIET
2015-11-30,16.13,90.84,127.25,18.49,1554.66,1145.17,664.74,2080.409912,0.4297637364105384,1718802756.74,,,0.06679894179894186,1.2026858043748268,1.1463112213267204,BULL_QUIET
2015-12-01,14.67,87.32,135.57,17.58,1563.54,1153.24,672.0,2102.629883,0.4238682991119268,2681642855.55,,,-0.09051456912585243,1.228766332282887,1.198364008179959,BULL_QUIET
2015-12-02,15.91,92.94,132.66,18.33,1555.77,1146.2,664.45,2079.51001,0.432012259535725,1914484706.85,,,0.0845262440354464,1.2591392062543771,1.152105593966059,BULL_QUIET
2015-12-03,18.11,101.8,135.26,20.11,1540.21,1133.67,655.27,2049.620117,0.4347225793814835,762878060.235,,,0.13827781269641726,1.327571497875728,1.1104362230811706,BULL_QUIET
2015-12-04,14.81,89.19,136.31,18.17,1561.97,1151.91,668.24,2091.689941,0.4171154808852124,2387312598.92,,,-0.18221976808393148,1.490102848942511,1.2268737339635383,BULL_QUIET
2015-12-07,15.84,94.3,136.77,18.65,1556.85,1146.79,663.8,2077.070068,0.4320520634998727,2056127765.905,,,0.06954760297096563,1.4948061064034792,1.1773989898989898,BULL_QUIET
2015-12-08,17.6,99.16,131.25,20.06,1550.32,1142.21,659.48,2063.590088,0.4306578055135325,1707999374.445,,,0.11111111111111116,1.4482852146972984,1.1397727272727272,BULL_QUIET
2015-12-09,19.61,113.83,134.26,21.05,1540.24,1134.8,654.58,2047.619995,0.4470719106923484,888828080.29,,,0.11420454545454528,1.461980260021881,1.0734319224885263,BULL_QUIET
2015-12-10,19.34,113.8,134.94,20.76,1544.93,1137.79,655.99,2052.22998,0.420716070371487,1117329675.26,,,-0.013768485466598701,1.4600755627992141,1.0734229576008274,BULL_QUIET
2015-12-11,24.39,131.09,146.53,24.38,1517.1,1117.33,644.27,2012.369995,0.4465618756772435,145340174.49,,,0.2611168562564634,1.6464684924256918,0.9995899958999589,POST_PANIC_REVERSION
2015-12-14,22.73,122.22,140.92,23.3,1524.82,1122.98,646.61,2021.939941,0.4028054315784026,584071732.6,,,-0.06806068060680603,1.6500254574949167,1.0250769907611086,POST_PANIC_REVERSION
2015-12-15,20.95,114.37,143.35,21.86,1540.76,1134.52,653.33,2043.410034,0.379995166953516,1025373532.065,,,-0.07831060272767276,1.636247780522243,1.043436754176611,POST_PANIC_REVERSION
2015-12-16,17.86,108.93,135.5,19.57,1561.76,1150.89,662.62,2073.070068,0.3972258234171831,2541139243.2,,,-0.1474940334128878,1.7273926361794356,1.0957446808510638,BULL_QUIET
2015-12-17,18.94,113.52,131.2,20.37,1541.78,1135.22,652.75,2041.890015,0.4407583133722192,1182891674.23,,,0.06047032474804048,1.689252787112392,1.0755015839493136,BULL_QUIET
2015-12-18,20.7,118.32,140.84,21.26,1525.95,1117.56,652.75,2005.550049,0.4541727710798404,296092458.375,,,0.09292502639915501,1.7138877849265712,1.0270531400966185,POST_PANIC_REVERSION
2015-12-21,18.7,109.44,125.18,21.11,1534.86,1124.92,635.13,2021.150024,0.4268848629040624,687767931.463,,,-0.09661835748792269,1.719869937957256,1.1288770053475936,BULL_QUIET
2015-12-22,16.6,100.91,133.63,19.84,1543.02,1131.27,639.25,2038.969971,0.4286638933251273,1201747914.42,,,-0.1122994652406416,1.7784031631811787,1.195180722891566,BULL_QUIET
2015-12-23,15.57,99.61,134.69,19.33,1551.15,1136.96,653.91,2064.290039,0.4113906717345137,1976328034.845,,,-0.06204819277108442,1.7954093855279996,1.2414900449582529,BULL_QUIET
2015-12-24,15.74,99.88,128.78,19.69,1551.11,1136.91,653.17,2060.98999,0.4292247716148266,1560467852.695,,,0.010918432883750828,1.785195599189305,1.2509529860228716,BULL_QUIET
2015-12-28,16.91,99.24,136.29,19.68,1550.59,1137.03,651.85,2056.5,0.4512813302719884,1633583127.97,,,0.07433290978398976,1.7999094096954127,1.1638083973979894,BULL_QUIET
2015-12-29,16.08,95.13,139.26,19.1,1555.35,1140.65,657.22,2078.360107,0.4208890042415516,2596642777.83,,,-0.049083382613838045,1.799815429839951,1.187810945273632,BULL_QUIET
2015-12-30,17.29,100.82,143.0,19.59,1553.26,1139.22,653.51,2063.360107,0.4411241127523689,1903021117.565,,,0.07524875621890548,1.7781521829997946,1.1330248698669751,BULL_QUIET
2015-12-31,18.21,100.2,124.43,19.8,1548.16,1135.87,648.84,2043.939941,0.4751025181133984,1065685891.67,,,0.05320994794679024,1.7651376419131266,1.0873146622734762,BULL_QUIET
2016-01-04,20.7,107.69,140.0,22.01,1538.36,1127.4,641.93,2012.660034,0.4929022936597074,136714596.03,,,0.13673805601317945,1.7636911498119856,1.0632850241545895,BULL_QUIET
2016-01-05,19.34,101.84,135.07,20.52,1542.31,1130.26,642.04,2016.709961,0.4561527618642226,237413996.79,,,-0.06570048309178744,1.6370218475105123,1.0610134436401242,BULL_QUIET
2016-01-06,20.59,103.06,128.31,21.27,1531.44,1121.81,636.45,1990.26001,0.438569531091029,-359510543.27,,,0.06463288521199595,1.6350738899910673,1.0330257406508014,POST_PANIC_REVERSION
2016-01-07,24.99,116.55,135.94,24.62,1500.05,1098.63,628.3,1943.089966,0.4412217328399104,-1342058199.276,,,0.21369596891694997,1.7490657335372535,0.9851940776310525,POST_PANIC_REVERSION
2016-01-08,27.01,116.46,138.83,26.23,1484.54,1087.65,625.06,1922.030029,0.4504880224244382,-1250644442.471,,,0.08083233293317349,1.7299443504947902,0.9711218067382451,STRESS_UNSTABLE
2016-01-11,24.3,109.63,142.52,24.73,1487.03,1088.79,623.62,1923.670044,0.434142168614186,-1243387760.886,,,-0.10033320992225103,1.7799423236444287,1.0176954732510288,POST_PANIC_REVERSION
2016-01-12,22.47,104.52,138.67,22.53,1499.29,1097.38,624.85,1938.680054,0.4544517413726492,-764107469.4,,,-0.07530864197530873,1.5548701158175298,1.0026702269692924,POST_PANIC_REVERSION
2016-01-13,25.22,117.14,145.88,24.89,1461.59,1070.18,617.73,1890.280029,0.4796702558253721,-1817006984.82,,,0.1223854027592346,1.5902299412043266,0.9869151467089612,POST_PANIC_REVERSION
2016-01-14,23.95,110.07,138.79,23.53,1487.24,1088.07,622.55,1921.839966,0.4483840911224212,-1177880283.2,,,-0.05035685963521008,1.572660435549757,0.9824634655532359,POST_PANIC_REVERSION
2016-01-15,27.02,116.41,145.03,26.88,1446.33,1063.51,622.55,1880.329956,0.4739866090748825,-375450471.2538,,,0.12818371607515666,1.5065088847451893,0.9948186528497409,POST_PANIC_REVERSION
2016-01-19,26.05,113.76,137.9,26.44,1450.31,1065.66,616.12,1881.329956,0.4242655554458252,-397255911.35,,,-0.03589933382679489,1.5153039233765124,1.0149712092130518,POST_PANIC_REVERSION
2016-01-20,27.59,112.88,134.82,27.81,1442.3,1058.71,613.32,1859.329956,0.4373305707143986,-498465362.785,,,0.05911708253358916,1.49846352588662,1.0079739035882567,POST_PANIC_REVERSION
2016-01-21,26.69,108.38,132.99,26.71,1445.8,1062.61,614.73,1868.98999,0.4644220058679565,-281360365.3517,,,-0.03262051467923155,1.4496313949862034,1.0007493443237168,POST_PANIC_REVERSION
2016-01-22,22.34,98.92,133.64,24.28,1463.74,1076.15,618.31,1906.900024,0.4601168647254748,199434653.795,,,-0.16298239040839269,1.5212038728270607,1.0868397493285586,BULL_QUIET
2016-01-25,24.15,102.88,132.27,25.25,1453.99,1068.25,614.19,1877.079956,0.4891020432379266,-82723996.064,,,0.08102059086839741,1.5044732951970203,1.0455486542443064,POST_PANIC_REVERSION
2016-01-26,22.5,98.4,129.53,23.29,1464.47,1077.28,617.76,1903.630005,0.4705025647573852,278270955.22,,,-0.06832298136645953,1.541136954093518,1.035111111111111,POST_PANIC_REVERSION
2016-01-27,23.11,100.04,129.06,24.47,1458.48,1071.35,614.76,1882.949951,0.4753826779455026,-216293166.126,,,0.027111111111111086,1.5291164374848016,1.0588489831241887,BULL_QUIET
2016-01-28,22.42,96.56,129.23,24.02,1463.25,1075.66,615.59,1893.359985,0.4474299121683968,300342896.265,,,-0.02985720467330155,1.5190727864283615,1.071364852809991,BULL_QUIET
2016-01-29,20.2,89.95,120.86,22.66,1476.35,1087.55,622.02,1940.23999,0.4429433355756742,726299406.147,,,-0.09901873327386268,1.5619355792557648,1.121782178217822,BULL_QUIET
2016-02-01,19.98,89.65,126.38,22.01,1478.11,1086.97,622.0,1939.380005,0.470475826127459,734733069.66,,,-0.01089108910891079,1.5562449680095618,1.1016016016016017,BULL_QUIET
2016-02-02,21.98,97.6,119.83,23.41,1469.34,1080.09,616.54,1903.030029,0.4924976943322618,305046280.036,,,0.10010010010010006,1.521441741426082,1.065059144676979,BULL_QUIET
2016-02-03,21.65,97.32,122.04,23.2,1472.8,1082.44,617.71,1912.530029,0.4649386379736245,237203834.4838,,,-0.0150136487716106,1.4996729290451456,1.071593533487298,BULL_QUIET
2016-02-04,21.84,95.22,122.69,23.66,1474.43,1083.81,617.97,1915.449951,0.4555207816635013,252078863.78,,,0.00877598152424941,1.4856383480461492,1.0833333333333333,BULL_QUIET
2016-02-05,23.38,100.55,119.01,24.48,1463.6,1075.71,613.95,1880.050049,0.4425315737193515,-171172028.955,,,0.07051282051282048,1.2963410174335053,1.04704875962361,POST_PANIC_REVERSION
2016-02-08,26.0,104.53,120.25,25.98,1453.1,1067.28,611.34,1853.439941,0.4225303029748676,-325606961.895,,,0.11206159110350722,1.3265956162113468,0.9992307692307693,POST_PANIC_REVERSION
2016-02-09,26.54,103.06,120.74,26.8,1452.78,1067.08,610.68,1852.209961,0.4436066034457665,-304581054.175,,,0.02076923076923065,1.2719003422962765,1.009796533534288,POST_PANIC_REVERSION
2016-02-10,26.29,106.19,120.36,26.72,1455.25,1069.01,610.72,1851.859985,0.4706263031353696,-359320306.16,,,-0.009419743782969059,1.2360096227770971,1.0163560289083302,POST_PANIC_REVERSION
2016-02-11,28.14,107.21,122.38,27.72,1443.07,1060.06,609.01,1829.079956,0.4591948131466125,-534835436.99,,,0.07036896158235084,1.1865167073583045,0.9850746268656716,POST_PANIC_REVERSION
2016-02-12,25.4,103.25,117.75,26.23,1467.32,1078.21,611.54,1864.780029,0.4493281009679127,-67018014.69,,,-0.0973702914001422,1.2282811306544208,1.0326771653543307,POST_PANIC_REVERSION
2016-02-16,24.11,94.2,125.77,25.01,1482.93,1090.79,613.93,1895.579956,0.4418896329800734,471933365.2498,,,-0.050787401574803104,1.1538628152848671,1.0373289091663211,POST_PANIC_REVERSION
2016-02-17,22.31,88.96,124.99,23.55,1487.48,1094.62,618.29,1926.819946,0.4407182520106499,1271543499.2592,,,-0.07465781833264207,1.1764485688397055,1.0555804571940834,BULL_QUIET
2016-02-18,21.64,87.53,125.33,23.2,1487.54,1094.6,615.9,1917.829956,0.4598548841883994,869780396.115,,,-0.03003137606454498,1.1543031204318979,1.0720887245841035,BULL_QUIET
2016-02-19,20.53,86.25,123.61,22.8,1489.31,1098.0,615.9,1917.780029,0.479824669345405,656853597.28,,,-0.05129390018484281,1.1611440133796007,1.1105698977106673,BULL_QUIET
2016-02-22,19.38,86.19,117.46,21.62,1500.21,1106.37,619.18,1945.5,0.431894585154863,1100615702.7426,,,-0.056015586945932894,1.029374604475457,1.1155830753353975,BULL_QUIET
2016-02-23,20.98,89.67,119.67,22.44,1492.03,1099.24,615.54,1921.27002,0.4447956835912959,679180787.09,,,0.08255933952528394,1.0310950683087223,1.0695900857959961,BULL_QUIET
2016-02-24,20.72,86.74,119.46,22.34,1494.5,1102.0,617.21,1929.800049,0.4683653626122366,954122107.71,,,-0.012392755004766554,1.0043186836361393,1.0781853281853282,BULL_QUIET
2016-02-25,19.11,83.51,122.02,21.24,1502.91,1108.2,620.16,1951.699951,0.4426651831736352,1653544630.57,,,-0.07770270270270263,1.0322384588336195,1.1114599686028257,BULL_QUIET
2016-02-26,19.81,83.72,118.65,21.86,1502.04,1107.72,619.48,1948.050049,0.4480916034967501,1037595498.0336,,,0.0366300366300365,1.040059281506317,1.1034830893488137,BULL_QUIET
2016-02-29,20.55,85.06,117.68,22.39,1498.86,1105.6,616.15,1932.22998,0.4438486976424237,746722928.8865,,,0.03735487127713277,0.9863241633043441,1.0895377128953772,BULL_QUIET
2016-03-01,17.7,79.45,119.81,20.28,1511.32,1114.92,624.97,1978.349976,0.4217479732486621,2060538256.69,,,-0.13868613138686137,1.1066213825631797,1.145762711864407,BULL_QUIET
2016-03-02,17.09,78.84,122.35,19.92,1514.0,1116.45,626.49,1986.449951,0.4375460876578373,2241812060.47,,,-0.03446327683615813,1.0402927154390071,1.1655939145699241,BULL_QUIET
2016-03-03,16.7,79.41,125.27,19.49,1514.84,1117.51,628.36,1993.400024,0.4366845798378894,2448209617.52,,,-0.022820362785254567,1.0411166822178963,1.167065868263473,BULL_QUIET
2016-03-04,16.86,81.97,121.65,19.63,1515.45,1117.74,630.04,1999.98999,0.4376016365867313,2080217797.39,,,0.009580838323353325,1.0413216135058334,1.16429418742586,BULL_QUIET
2016-03-07,17.35,82.3,124.01,19.9,1516.28,1118.94,630.32,2001.76001,0.4374000639940605,1991557373.0815,,,0.02906287069988145,1.0082682748775673,1.1469740634005763,BULL_QUIET
2016-03-08,18.67,87.46,123.53,21.04,1514.58,1116.96,624.36,1979.26001,0.4582436869315409,1567405017.894,,,0.0760806916426513,0.9558683912699727,1.1269416175682911,BULL_QUIET
2016-03-09,18.34,92.86,123.47,20.75,1516.07,1118.42,626.79,1989.26001,0.4441903637236979,1895732383.38,,,-0.017675415104445702,0.9466650728104276,1.1314067611777536,BULL_QUIET
2016-03-10,18.05,94.77,130.04,20.71,1516.93,1118.94,626.57,1989.569946,0.4633365909088403,2038781427.78,,,-0.0158124318429661,0.9462953079109395,1.1473684210526316,BULL_QUIET
2016-03-11,16.5,92.35,128.99,19.47,1518.52,1120.77,636.09,2022.189941,0.4145038397888416,2577535793.77,,,-0.08587257617728539,0.9172548719505662,1.18,BULL_QUIET
2016-03-14,16.92,89.74,133.3,19.42,1518.93,1120.73,635.3,2019.640015,0.4597954049463026,2706928245.38,,,0.02545454545454562,0.8914729509721214,1.1477541371158393,BULL_QUIET
2016-03-15,16.84,90.34,132.45,19.33,1518.72,1120.45,634.13,2015.930054,0.4548680319777391,2854086319.925,,,-0.004728132387706974,0.8843625477282809,1.1478622327790973,BULL_QUIET
2016-03-16,14.99,84.37,125.42,18.48,1519.07,1120.26,637.65,2027.219971,0.4602095573570398,3325522689.07,,,-0.10985748218527314,0.9231603744315041,1.2328218812541694,BULL_QUIET
2016-03-17,14.44,84.71,126.65,18.14,1519.15,1120.52,641.82,2040.589966,0.4257734207317826,3587067585.82,,,-0.036691127418278846,0.9246100839077148,1.2562326869806095,BULL_QUIET
2016-03-18,14.02,86.2,126.75,17.93,1518.97,1120.21,641.82,2049.580078,0.4220418123099203,1982913372.62,,,-0.02908587257617723,0.9174526845928811,1.2788873038516406,BULL_QUIET
2016-03-21,13.79,87.78,129.35,17.59,1521.49,1122.23,641.08,2051.600098,0.4231989097806171,2197754127.42,,,-0.016405135520684788,0.9059586971934226,1.2755620014503264,BULL_QUIET
2016-03-22,14.17,85.04,130.99,17.75,1521.42,1121.38,640.5,2049.800049,0.4253705090847602,2217646262.32,,,0.027556200145032683,0.8462501912598871,1.2526464361326746,BULL_QUIET
2016-03-23,14.94,86.06,129.67,18.3,1516.32,1117.6,637.66,2036.709961,0.4439481611434182,1945774298.57,,,0.0543401552575864,0.8844311445072061,1.2248995983935744,BULL_QUIET
2016-03-24,14.74,84.2,119.02,18.27,1516.55,1117.98,637.52,2035.939941,0.463185742639255,1818046958.865,,,-0.01338688085676032,0.8525432644263623,1.239484396200814,BULL_QUIET
2016-03-28,15.24,83.29,127.74,18.3,1518.71,1119.24,637.36,2037.050049,0.4377405641784613,1904795300.096,,,0.03392130257801895,0.8505681979308475,1.2007874015748032,BULL_QUIET
2016-03-29,13.82,81.39,132.61,17.24,1527.04,1125.59,640.79,2055.01001,0.4533893776815987,2577311464.6108,,,-0.09317585301837272,0.8767092857486652,1.2474674384949347,BULL_QUIET
2016-03-30,13.56,80.33,128.67,16.92,1530.21,1128.17,642.38,2063.949951,0.4471842974541262,2944274165.3628,,,-0.01881331403762665,0.7525572932046083,1.2477876106194692,BULL_QUIET
2016-03-31,13.95,82.94,122.03,17.08,1529.06,1127.39,641.8,2059.73999,0.4439766279474091,2486571351.58,,,0.028761061946902533,0.7610974821052315,1.2243727598566307,BULL_QUIET
2016-04-01,13.1,81.57,124.03,16.5,1533.29,1130.55,644.6,2072.780029,0.44600037337799,2662766852.3634,,,-0.06093189964157708,0.7820258618391951,1.2595419847328244,BULL_QUIET
2016-04-04,14.12,84.43,125.23,17.23,1532.42,1130.19,643.22,2066.129883,0.4445182267681688,2502539001.72,,,0.0778625954198473,0.8410575138308105,1.2202549575070822,BULL_QUIET
2016-04-05,15.42,89.11,120.27,18.38,1525.96,1124.51,638.7,2045.170044,0.4409791074459517,1925384214.09,,,0.09206798866855537,0.9046834508530941,1.191958495460441,BULL_QUIET
2016-04-06,14.09,85.59,125.06,17.28,1533.91,1131.09,643.47,2066.659912,0.4250922400255358,2699898369.68,,,-0.08625162127107655,0.896813648257676,1.226401703335699,BULL_QUIET
2016-04-07,16.16,92.74,125.13,18.86,1526.02,1124.51,638.38,2041.910034,0.4740314596924653,1778367908.64,,,0.14691270404542234,1.0595873054825455,1.1670792079207921,BULL_QUIET
2016-04-08,15.36,89.73,113.84,18.32,1530.47,1128.17,639.2,2047.599976,0.4506023324496995,1929594457.92,,,-0.04950495049504955,1.071168057786871,1.1927083333333335,BULL_QUIET
2016-04-11,16.26,92.81,119.13,18.89,1529.12,1126.92,637.75,2041.98999,0.4377265310309488,1759036138.5125,,,0.05859375000000022,1.0506516992678026,1.1617466174661746,BULL_QUIET
2016-04-12,14.85,89.78,126.17,17.97,1536.69,1134.31,641.92,2061.719971,0.4208742695506162,2620696168.48,,,-0.08671586715867174,1.0911592836179003,1.2101010101010101,BULL_QUIET
2016-04-13,13.84,87.89,127.13,17.26,1539.02,1135.89,646.88,2082.419922,0.4362226423494936,3665229159.9153,,,-0.06801346801346797,1.1143832261213928,1.2471098265895955,BULL_QUIET
2016-04-14,13.72,87.92,126.23,17.24,1539.26,1136.09,646.89,2082.780029,0.4305781755677099,3744996413.95,,,-0.00867052023121384,1.0468814219231282,1.2565597667638482,BULL_QUIET
2016-04-15,13.62,90.27,123.1,17.16,1538.64,1134.46,646.89,2080.72998,0.4541938546221646,1612200580.46,,,-0.007288629737609464,1.0392757472215663,1.2599118942731278,BULL_QUIET
2016-04-18,13.35,86.57,120.55,16.51,1544.69,1138.68,649.18,2094.340088,0.4220893823357814,1941694497.965,,,-0.01982378854625544,1.0364616881419526,1.2367041198501874,BULL_QUIET
2016-04-19,13.24,86.98,126.19,16.47,1546.69,1140.23,650.88,2100.800049,0.4278622441846614,2093229325.52,,,-0.008239700374531811,1.0351988679493915,1.2439577039274923,BULL_QUIET
2016-04-20,13.28,87.97,126.2,16.6,1547.16,1140.68,651.3,2102.399902,0.4149973110239696,2184773087.71,,,0.0030211480362536403,1.0301753222918768,1.2500000000000002,BULL_QUIET
2016-04-21,13.95,87.07,127.06,17.14,1547.17,1138.35,648.46,2091.47998,0.4087930428635166,1915793323.725,,,0.050451807228915735,1.0274805106024512,1.228673835125448,BULL_QUIET
2016-04-22,13.22,84.1,123.25,16.64,1545.64,1139.21,648.18,2091.580078,0.4266989127911822,1543878959.78,,,-0.05232974910394261,1.0426619980045717,1.2586989409984872,BULL_QUIET
2016-04-25,14.08,85.77,126.78,17.22,1544.55,1138.5,647.18,2087.790039,0.4185518751699185,1598289891.62,,,0.06505295007564293,1.0631005719614655,1.2230113636363635,BULL_QUIET
2016-04-26,13.96,84.51,127.4,16.92,1545.99,1139.61,648.07,2091.699951,0.4124311260566459,1606494629.0744,,,-0.008522727272727182,1.0076729915785516,1.2120343839541547,BULL_QUIET
2016-04-27,13.77,83.1,126.09,16.77,1547.69,1140.85,648.87,2095.149902,0.4226204024073228,1592998572.3632,,,-0.013610315186246558,1.006389987881093,1.2178649237472767,BULL_QUIET
2016-04-28,15.22,87.36,125.44,17.78,1540.49,1135.11,644.15,2075.810059,0.4291978910255576,1181440575.1425,,,0.1053013798111837,1.0675529211018162,1.1681997371879107,BULL_QUIET
2016-04-29,15.7,91.68,126.49,18.45,1536.59,1132.38,641.53,2065.300049,0.4488837272763885,1140488105.66,,,0.03153745072273306,1.0402322585464128,1.1751592356687899,BULL_QUIET
2016-05-02,14.68,89.49,127.67,17.78,1545.01,1138.95,645.15,2081.429932,0.4265985301519623,1707694653.34,,,-0.06496815286624202,1.0421854541153333,1.2111716621253408,BULL_QUIET
2016-05-03,15.6,91.66,125.94,18.57,1537.36,1133.12,640.4,2063.370117,0.4507829608751174,1326277025.11,,,0.06267029972752036,1.0140632297711027,1.1903846153846154,BULL_QUIET
2016-05-04,16.05,91.86,124.31,18.91,1531.62,1128.53,637.44,2051.120117,0.4563751902151012,941401806.06,,,0.028846153846153966,0.9614229663510611,1.1781931464174455,BULL_QUIET
2016-05-05,15.91,91.58,123.74,18.92,1532.16,1129.11,637.12,2050.629883,0.4650352571153592,873688280.49,,,-0.008722741433021874,0.810564203428714,1.1891891891891893,BULL_QUIET
2016-05-06,14.72,88.86,120.82,18.27,1537.54,1132.8,638.3,2057.139893,0.4335829500335319,1238117227.93,,,-0.07479572595851658,0.835816410460722,1.2411684782608694,BULL_QUIET
2016-05-09,14.57,86.42,123.17,18.05,1539.68,1134.28,638.34,2058.689941,0.4603127539413055,1376757320.48,,,-0.010190217391304324,0.8061097967292866,1.238846945778998,BULL_QUIET
2016-05-10,13.63,85.92,124.1,17.18,1551.87,1143.94,645.04,2084.389893,0.4425438081509457,2389425327.53,,,-0.06451612903225801,0.7793976355365388,1.2604548789435068,BULL_QUIET
2016-05-11,14.69,91.53,122.19,18.02,1544.78,1137.95,639.65,2064.459961,0.4779112452309511,1422476465.598,,,0.07776962582538505,0.7901743197252531,1.2266848196051736,BULL_QUIET
2016-05-12,14.41,91.25,123.52,17.75,1545.36,1138.4,639.39,2064.110107,0.4411867399429906,1407285385.855,,,-0.019060585432266852,0.7932646182103418,1.2317834836918806,BULL_QUIET
2016-05-13,15.04,94.0,121.46,18.25,1535.26,1130.76,634.84,2046.609985,0.4384148169286275,747015660.104,,,0.04371963913948629,0.8045368850714903,1.2134308510638299,BULL_QUIET
2016-05-16,14.68,90.61,124.13,17.7,1549.16,1141.31,639.9,2066.659912,0.4386606601035577,1345041760.32,,,-0.02393617021276595,0.8064299681163025,1.2057220708446865,BULL_QUIET
2016-05-17,15.57,91.76,122.96,18.43,1537.45,1132.07,634.88,2047.209961,0.478400871887284,608207850.76,,,0.06062670299727535,0.8271159483109485,1.1836865767501605,BULL_QUIET
2016-05-18,15.95,89.99,122.22,18.54,1537.73,1132.65,635.0,2047.630005,0.4635321029864753,623281588.94,,,0.02440590879897231,0.8284048749844048,1.1623824451410658,BULL_QUIET
2016-05-19,16.33,90.46,123.66,18.77,1532.63,1128.57,632.96,2040.040039,0.4614145929237893,232951431.3733,,,0.023824451410658254,0.8166760048340735,1.1494182486221678,BULL_QUIET
